trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,62.77220761414472,62.77220761414472,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(18,3);(15,15);(13,10)",252,0,completed
1,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,37.143844600707816,37.143844600707816,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(15,7);(11,9);(17,15)",154,0,completed
2,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,91.33499645719685,91.33499645719685,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(18,7);(17,7);(5,3)",382,0,completed
3,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,54.9465193437861,54.9465193437861,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(14,6);(17,18);(13,13)",236,0,completed
4,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,41.72225741635038,41.72225741635038,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(14,3);(12,9);(2,12)",173,0,completed
5,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,56.353559941894964,56.353559941894964,00:4;01:4;02:2,"(0,0);(0,9);(0,18)","(11,6);(17,11);(10,10)",228,0,completed
6,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,51.03814275104163,51.03814275104163,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(9,16);(16,1);(18,15)",195,0,completed
7,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,46.59021970440578,46.59021970440578,00:5;01:4;02:1,"(0,0);(0,9);(0,18)","(14,3);(14,14);(3,6)",178,0,completed
8,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,42.22413056825759,42.22413056825759,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(17,0);(9,0);(16,17)",163,0,completed
9,known_visit,ACBBA,bernoulli,drop_0.25,19,361,3,10,acbba_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,51.10307820348833,51.10307820348833,00:6;01:2;02:2,"(0,0);(0,9);(0,18)","(12,0);(14,14);(13,13)",205,0,completed
