trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,66.67198602081088,66.67198602081088,4,4,4,125,38,105,24,3,0,0,377,0,340,939,80,129,211,258,82,0.12658227848101267,34.0,8.2,collision_intent:129;pi_clear_path:4;pi_entry:78;state:129,0.5,0.1785714285714286,known_visit_core_500,10,4,8
1,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,58.49899253740107,58.49899253740107,0,0,0,68,34,72,0,3,0,0,382,0,233,633,61,75,158,147,86,0.1292372881355932,23.3,8.6,collision_intent:75;pi_clear_path:7;pi_entry:79;state:72,0.5,0.3055555555555556,known_visit_core_500,10,4,8
2,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,78.94507240810803,78.94507240810803,1,1,1,117,46,117,4,4,1,1,479,0,333,932,64,124,209,245,88,0.10256410256410256,33.3,8.8,collision_intent:124;pi_clear_path:8;pi_entry:80;state:121,0.3999999999999999,0.2286324786324787,known_visit_core_500,10,4,8
3,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,70.5760768105722,70.5760768105722,2,2,2,101,40,95,10,2,24,8,418,0,315,874,68,108,207,213,102,0.11003236245954692,31.5,10.2,collision_intent:108;pi_clear_path:5;pi_entry:97;state:105,0.3999999999999999,0.2236842105263157,known_visit_core_500,10,4,8
4,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,63.23057971881545,63.23057971881545,2,2,2,101,37,95,10,5,0,0,374,0,306,850,65,104,202,209,97,0.1077943615257048,30.6,9.7,collision_intent:104;pi_clear_path:5;pi_entry:92;state:105,0.55,0.2605263157894737,known_visit_core_500,10,4,8
5,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,57.306575238724335,57.306575238724335,2,2,2,84,34,83,5,6,12,1,338,0,290,788,79,87,203,175,115,0.13036303630363036,29.0,11.5,collision_intent:87;pi_clear_path:2;pi_entry:113;state:88,0.30000000000000004,0.25602409638554224,known_visit_core_500,10,4,8
6,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,64.38460772567456,64.38460772567456,3,3,3,94,37,90,8,4,0,0,398,0,317,850,98,103,214,201,116,0.15336463223787167,31.7,11.6,collision_intent:103;pi_clear_path:7;pi_entry:109;state:98,0.5,0.3055555555555556,known_visit_core_500,10,4,8
7,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,59.05625694743591,59.05625694743591,1,1,1,83,33,81,6,3,1,1,373,0,290,786,81,90,200,177,113,0.135678391959799,29.0,11.3,collision_intent:90;pi_clear_path:7;pi_entry:106;state:87,0.3999999999999999,0.21296296296296302,known_visit_core_500,10,4,8
8,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,72.22615087734586,72.22615087734586,3,3,3,100,42,94,10,0,0,0,450,0,291,786,84,105,186,209,82,0.15135135135135136,29.1,8.2,collision_intent:105;pi_clear_path:5;pi_entry:77;state:104,0.3999999999999999,0.27127659574468077,known_visit_core_500,10,4,8
9,known_visit,PI,rayleigh_style,-49.17,19,361,4,10,pi_rayleigh_style_sens_neg49_17,known_visit_g19_t10_n500.csv,10,True,67.1100474286502,67.1100474286502,3,3,3,109,38,100,13,3,1,1,399,0,341,929,92,114,227,227,114,0.13549337260677466,34.1,11.4,collision_intent:114;pi_clear_path:4;pi_entry:110;state:113,0.30000000000000004,0.16500000000000004,known_visit_core_500,10,4,8
