trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,failure_type,failure_message,unique_targets_completed,debug_max_events
28,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,41.54298923497293,41.54298923497293,1,1,1,99,25,110,2,0,4,2,1,5.0,1,953,0,257,2633,441,110,147,222,35,0.2514253135689852,25.7,3.5,collision_intent:110;hipc_clear_bundle:9;hipc_entry:26;state:112,0.6461538461538463,0.579020979020979,776,1869.3776,6.3146,1564.2127,5.8607,776,305.1649,0.5743,completed,,,,
29,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,46.23220814530867,46.23220814530867,2,2,2,100,27,99,14,13,2,1,1,5.0,1,1080,0,285,2890,520,108,177,221,64,0.24597918637653737,28.5,6.4,collision_intent:108;hipc_clear_bundle:6;hipc_entry:58;state:113,0.7846153846153847,0.6076146076146076,899,2205.5093,6.1512,1848.6961,5.6935,899,356.8132,0.6407,completed,,,,
30,,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,"Stagnation detected in trial 30 after 2000 events without movement or target completion; diagnostics={""clock_s"": 119.38932694275138, ""completed_targets"": 9, ""event_reasons"": {""blocked_goal_backoff"": 1, ""intent_sync"": 129, ""moved"": 111, ""no_goal"": 2679, ""target_visited"": 12, ""turn"": 16}, ""events_processed"": 2948, ""robots"": {""00"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""01"": 2, ""02"": 2, ""04"": 1, ""05"": 1, ""06"": 0, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 11, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 29.84241364947796, ""pos"": [13, 4], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""01"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""05"": 1, ""06"": 0, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 12, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 33.47306775239123, ""pos"": [9, 1], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""02"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""01"": 3, ""05"": 1, ""06"": 0, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""01""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 11, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 3.3893269427513797, ""pos"": [2, 4], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""03"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""01"": 1, ""02"": 2, ""05"": 0, ""06"": 0, ""08"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 13, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.7513255932152596, ""pos"": [1, 6], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""04"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""01"": 0, ""05"": 1, ""06"": 0, ""08"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 12, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.8149348167609296, ""pos"": [1, 8], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""05"": {""active_tasks"": 4, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 1, ""01"": 3, ""02"": 1, ""06"": 0, ""08"": 0, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 4, ""hipc_candidate_count_after_filter"": 4, ""hipc_candidate_count_before_filter"": 4, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""01""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 11, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 42.96489865150674, ""pos"": [24, 11], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""06"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""01"": 3, ""02"": 0, ""05"": 1, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [""01""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 12, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 44.00455820035896, ""pos"": [23, 14], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""07"": {""active_tasks"": 5, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""01"": 2, ""05"": 3, ""06"": 0, ""08"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 5, ""hipc_candidate_count_after_filter"": 5, ""hipc_candidate_count_before_filter"": 5, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [""05""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 12, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 1.7691386176722883, ""pos"": [1, 14], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""08"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""01"": 3, ""05"": 0, ""06"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""01""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 10, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 41.75232175488894, ""pos"": [23, 17], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""09"": {""active_tasks"": 1, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 2, ""01"": 2, ""05"": 0, ""06"": 0, ""08"": 1}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 1, ""hipc_candidate_count_after_filter"": 1, ""hipc_candidate_count_before_filter"": 1, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 11, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 21.94654630876688, ""pos"": [13, 18], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""10"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""01"": 3, ""02"": 0, ""05"": 2, ""06"": 1, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 1, ""hipc_dropped_peers"": [""01""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 11, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.1009259421201242, ""pos"": [0, 20], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""11"": {""active_tasks"": 3, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 3, ""01"": 0, ""02"": 0, ""06"": 2, ""08"": 1, ""09"": 0}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 3, ""hipc_candidate_count_after_filter"": 3, ""hipc_candidate_count_before_filter"": 3, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [""00""], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 12, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.1302163085850226, ""pos"": [0, 22], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}, ""12"": {""active_tasks"": 2, ""decision"": {""alg"": ""HIPC"", ""hipc_bad_prediction_count"": {""00"": 0, ""01"": 1, ""02"": 0, ""05"": 1, ""06"": 0, ""08"": 1}, ""hipc_bundle"": [], ""hipc_bundle_size"": 2, ""hipc_candidate_count"": 2, ""hipc_candidate_count_after_filter"": 2, ""hipc_candidate_count_before_filter"": 2, ""hipc_claims_known"": 0, ""hipc_dropped_peers"": [], ""hipc_max_candidate_cells"": null, ""hipc_path"": [], ""hipc_pending_snapshot"": false, ""hipc_team_size"": 13, ""hipc_trigger"": null, ""mode"": ""known_visit""}, ""goal"": null, ""last_event"": ""no_goal"", ""no_goal_since"": 0.06785785268827886, ""pos"": [0, 24], ""stall_recovery_count"": 0, ""temporary_invalid_until"": {}}}, ""total_targets"": 10}",,56268
31,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,38.940152223988015,38.940152223988015,1,1,1,73,23,84,2,6,6,3,2,10.0,1,923,0,224,2295,382,88,136,174,50,0.23565700185070945,22.4,5.0,collision_intent:88;hipc_clear_bundle:13;hipc_entry:37;state:86,0.5538461538461539,0.5641025641025641,798,1531.807,6.4559,1218.7251,5.9934,798,313.0819,0.5813,completed,,,,
32,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,41.96939529910122,41.96939529910122,0,0,0,116,25,128,1,7,0,0,0,0.0,0,945,0,308,3134,555,126,182,255,53,0.2549379880569591,30.8,5.3,collision_intent:126;hipc_clear_bundle:11;hipc_entry:42;state:129,0.6153846153846154,0.5360576923076923,738,1967.2839,5.3348,1674.6812,4.8657,738,292.6027,0.6164,completed,,,,
33,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,49.87877523586906,49.87877523586906,0,0,0,87,29,100,0,4,0,0,0,0.0,0,1188,0,253,2562,463,98,155,198,55,0.25040562466197946,25.3,5.5,collision_intent:98;hipc_clear_bundle:12;hipc_entry:43;state:100,0.676923076923077,0.54,1042,2006.266,7.0348,1592.9385,6.4665,1042,413.3275,0.5683,completed,,,,
34,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,51.184967319817346,51.184967319817346,1,1,1,94,30,105,2,8,3,2,1,5.0,1,1219,0,265,2646,523,106,159,213,52,0.275698471270427,26.5,5.2,collision_intent:106;hipc_clear_bundle:7;hipc_entry:45;state:107,0.7230769230769232,0.5875457875457877,1042,2097.2771,6.5861,1701.5202,6.0616,1042,395.7569,0.5868,completed,,,,
35,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,40.44776324687564,40.44776324687564,0,0,0,98,24,111,0,1,2,1,1,5.0,1,924,0,255,2599,451,106,149,217,38,0.25365579302587177,25.5,3.8,collision_intent:106;hipc_clear_bundle:7;hipc_entry:31;state:111,0.676923076923077,0.5544005544005544,748,2123.514,6.1736,1826.0593,5.6978,748,297.4547,0.5767,completed,,,,
36,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,39.41205732205288,39.41205732205288,0,0,0,101,24,114,0,7,0,0,0,0.0,0,894,0,273,2792,475,108,165,222,51,0.24099441907661084,27.3,5.1,collision_intent:108;hipc_clear_bundle:7;hipc_entry:44;state:114,0.676923076923077,0.5546558704453441,717,2465.8549,6.3686,2176.3292,5.9032,717,289.5257,0.7669,completed,,,,
37,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,48.91639971456237,48.91639971456237,0,0,0,105,29,118,0,3,0,0,0,0.0,0,1133,0,267,2724,471,110,157,228,39,0.2512,26.7,3.9,collision_intent:110;hipc_clear_bundle:7;hipc_entry:32;state:118,0.7230769230769232,0.5945241199478488,941,2300.4541,6.4807,1925.0715,5.9993,941,375.3826,0.5919,completed,,,,
38,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,151.95151905134915,151.95151905134915,5,5,5,169,26,150,32,10,4,2,1,5.0,1,3738,12,462,4692,842,190,272,372,90,0.2587584511370621,46.2,9.0,collision_intent:190;hipc_clear_bundle:20;hipc_entry:70;state:182,0.6461538461538463,0.34153846153846157,3435,3665.7676,6.3222,2426.9817,5.8229,3435,1238.7859,0.6393,completed,,,,
39,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,41.16710820317066,41.16710820317066,0,0,0,102,25,115,0,4,0,0,0,0.0,0,944,0,268,2740,464,110,158,225,43,0.24628450106157113,26.8,4.3,collision_intent:110;hipc_clear_bundle:8;hipc_entry:35;state:115,0.6461538461538463,0.5578595317725754,763,1811.574,6.1023,1503.8213,5.6525,763,307.7527,0.5965,completed,,,,
40,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,42.333170873248804,42.333170873248804,1,1,1,107,25,114,6,6,0,0,0,0.0,0,962,0,288,2907,540,115,173,235,53,0.2612481857764877,28.8,5.3,collision_intent:115;hipc_clear_bundle:11;hipc_entry:42;state:120,0.7076923076923078,0.5560053981106614,779,1720.5005,6.6363,1408.2219,6.2039,779,312.2786,0.6349,completed,,,,
41,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,55.847620260569705,55.847620260569705,0,0,0,82,33,95,0,6,0,0,0,0.0,0,1350,0,231,2300,462,88,143,183,48,0.2708089097303634,23.1,4.8,collision_intent:88;hipc_clear_bundle:9;hipc_entry:39;state:95,0.7230769230769232,0.620242914979757,1206,2054.9616,5.8376,1619.2038,5.3584,1206,435.7578,0.6375,completed,,,,
42,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,41.65325064382934,41.65325064382934,0,0,0,86,25,99,0,2,2,1,1,5.0,1,980,0,240,2431,432,97,143,196,44,0.2542672160094173,24.0,4.4,collision_intent:97;hipc_clear_bundle:9;hipc_entry:35;state:99,0.6000000000000001,0.6029526029526031,823,1617.1275,5.0093,1315.8897,4.4997,823,301.2378,0.5753,completed,,,,
43,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,46.006281979484626,46.006281979484626,1,1,1,89,27,100,2,5,0,0,0,0.0,0,1079,0,241,2490,392,96,145,198,43,0.22658959537572254,24.1,4.3,collision_intent:96;hipc_clear_bundle:7;hipc_entry:36;state:102,0.7076923076923078,0.6138461538461539,921,1944.124,6.6883,1595.9388,6.2258,921,348.1852,0.7569,completed,,,,
44,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,45.43034701764092,45.43034701764092,1,1,1,130,27,142,1,7,0,0,0,0.0,0,1015,0,334,3410,592,139,195,282,52,0.2536418166238218,33.4,5.2,collision_intent:139;hipc_clear_bundle:10;hipc_entry:42;state:143,0.676923076923077,0.5005417118093174,776,2175.6241,6.5853,1852.2369,6.0615,776,323.3872,2.3033,completed,,,,
45,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,40.06212841002138,40.06212841002138,1,1,1,90,24,101,2,6,0,0,0,0.0,0,928,0,254,2572,466,99,155,202,52,0.2518918918918919,25.4,5.2,collision_intent:99;hipc_clear_bundle:10;hipc_entry:42;state:103,0.6461538461538463,0.5712109672505712,774,1605.5603,6.4973,1293.7769,6.039,774,311.7834,0.5897,completed,,,,
46,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,131.4561366638428,131.4561366638428,5,5,5,190,35,189,14,13,15,4,4,185.0,4,3177,6,509,5197,899,207,302,410,99,0.24889258028792913,50.9,9.9,collision_intent:207;hipc_clear_bundle:20;hipc_entry:79;state:203,0.7538461538461538,0.34513634513634517,2829,3423.6286,6.5174,2382.7151,6.0849,2829,1040.9135,0.6776,completed,,,,
47,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,45.15719386027423,45.15719386027423,0,0,0,119,27,132,0,7,1,1,0,0.0,0,1024,0,315,3253,517,129,186,261,54,0.23267326732673269,31.5,5.4,collision_intent:129;hipc_clear_bundle:13;hipc_entry:41;state:132,0.6000000000000001,0.5081585081585083,804,1958.8071,6.8851,1649.8039,6.4005,804,309.0032,0.6594,completed,,,,
48,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,50.956365798220936,50.956365798220936,0,0,0,107,30,120,0,3,0,0,0,0.0,0,1189,0,292,2948,546,117,175,237,55,0.261244019138756,29.2,5.5,collision_intent:117;hipc_clear_bundle:10;hipc_entry:45;state:120,0.7076923076923078,0.6025641025641026,996,2250.2017,6.223,1864.608,5.1744,996,385.5937,2.4338,completed,,,,
49,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,True,41.6813808270575,41.6813808270575,1,1,1,112,25,123,2,9,8,2,3,15.0,1,944,0,315,3204,570,125,190,250,65,0.25065963060686014,31.5,6.5,collision_intent:125;hipc_clear_bundle:11;hipc_entry:54;state:125,0.6000000000000001,0.5353345841150721,745,2084.3984,9.9575,1776.749,9.4931,745,307.6494,1.6993,completed,,,,
