trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status,failure_type,failure_message,targets_completed
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,00,26,2,0,27,0,1,0,0,0,0.0,0,0,61,54,7,186,27,17,18.2963,1.0762529411764705,0.5004,3.3895,3.3895,13.8433,0.8143117647058823,0.2032,3.115,3.115,17,4.453,0.26194117647058823,0.27,0.3773,0.3773,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,01,16,2,0,17,0,2,0,0,0,0.0,0,0,47,35,12,203,24,50,59.7986,1.195972,1.31555,2.4093,3.5741,46.341499999999996,0.9268299999999999,1.061,2.1331,3.2958,50,13.4571,0.269142,0.25725,0.3482,0.4589,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,02,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,242,31,98,165.4316,1.6880775510204082,1.0647,3.7784,4.6943,139.3793,1.4222377551020409,0.8066,3.4586,4.257,98,26.0523,0.2658397959183673,0.26265,0.3893,0.4373,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,03,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,241,32,98,235.1439,2.399427551020408,1.96675,4.062,5.4568,207.5747,2.1181091836734693,1.69385,3.6526,5.0306,98,27.5692,0.28131836734693877,0.2694,0.4201,0.4745,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,04,10,2,0,11,0,0,0,0,0,0.0,0,0,26,22,4,212,37,65,61.8891,0.95214,0.8951,1.605,3.5017,44.5842,0.6859107692307693,0.6534,1.1361,2.9792,65,17.3049,0.2662292307692308,0.2489,0.4169,0.5225,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,05,2,0,0,3,0,1,0,0,0,0.0,0,0,13,7,6,230,31,93,144.4479,1.5532032258064516,1.04,3.3867,5.0539,119.3662,1.2835075268817204,0.7878,3.1003,4.5911,93,25.0817,0.2696956989247312,0.2596,0.3998,0.4713,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,06,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,238,35,98,154.9672,1.5812979591836733,1.03205,3.5105,4.0048,128.5729,1.311968367346939,0.7664500000000001,3.2371,3.7292,98,26.3943,0.2693295918367347,0.2676,0.3543,0.4587,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,07,1,0,0,2,0,0,0,0,0,0.0,0,0,7,4,3,231,36,96,177.4466,1.8484020833333332,1.41285,3.589,5.0377,149.7214,1.5595979166666665,1.13035,3.2631,4.6362,96,27.7252,0.2888041666666667,0.27335,0.4412,0.4892,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,08,5,0,1,5,1,0,0,0,0,0.0,0,0,14,12,2,231,30,84,130.6657,1.5555440476190474,0.8848499999999999,3.4436,4.6061,107.6862,1.2819785714285714,0.6293500000000001,2.9872,4.1868,84,22.9795,0.2735654761904762,0.26425,0.4169,0.5289,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,09,29,3,0,30,0,0,0,0,0,0.0,0,0,66,59,7,182,27,8,14.5546,1.819325,1.68105,3.1533,3.1533,12.1736,1.5217,1.3287,2.8872,2.8872,8,2.3810000000000002,0.29762500000000003,0.27665,0.4346,0.4346,completed,,,
