trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,trial_status,failure_type,failure_message,completed_by_robot,completion_time_s
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,1,18,2,43.487212722152734,43.487212722152734,00,00,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,2,11,22,17.048816123601426,17.048816123601426,11,11,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,3,9,9,16.215137966783118,16.215137966783118,04,04,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,4,21,1,36.339888251155294,36.339888251155294,00,00,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,5,14,2,38.24998009921999,38.24998009921999,01,01,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,6,7,9,12.611814197442348,12.611814197442348,04,04,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,7,21,24,48.6942768787344,48.6942768787344,09,09,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,8,11,3,18.992836432189215,18.992836432189215,01,01,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,9,3,18,3.5635919740584368,3.5635919740584368,09,09,2,1,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,22,18,36.12401717031183,36.12401717031183,09,09,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,1,2,0,1.7881487114130576,1.7881487114130576,00,00,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,2,22,23,38.12290953140703,38.12290953140703,11,11,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,3,6,15,10.72633569885144,10.72633569885144,08,08,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,4,23,23,40.16964934710833,40.16964934710833,11,11,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,5,7,4,10.923028647279915,10.923028647279915,02,02,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,6,12,6,23.095656566949437,23.095656566949437,02,02,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,7,14,19,40.32672621701543,40.32672621701543,08,08,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,8,20,4,40.68998833632767,40.68998833632767,02,02,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,9,3,15,5.518411481065019,5.518411481065019,07,07,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,10,16,19.7157275840263,19.7157275840263,08,08,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,1,17,10,31.655678232177664,31.655678232177664,04,04,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,2,15,0,23.944137695887235,23.944137695887235,00,00,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,3,16,1,27.491404424964,27.491404424964,00,00,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,4,21,23,36.59671598564708,36.59671598564708,11,11,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,5,11,7,19.19115866140959,19.19115866140959,03,03,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,6,1,11,2.1069665447766535,2.1069665447766535,05,05,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,7,6,14,9.217007862229952,9.217007862229952,07,07,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,8,8,0,12.058173089372373,12.058173089372373,00,00,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,9,15,22,24.171998234389456,24.171998234389456,11,11,1,0,True,completed,,,,
2,known_visit,HIPC,bernoulli,drop_0.25,25,625,13,10,hipc_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,10,24,6,50.81436169167947,50.81436169167947,04,04,1,0,True,completed,,,,
