trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,49.42904834077629,49.42904834077629,00:2;01:4;02:0;03:0;04:0;05:2;06:1;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(7,9);(22,6);(17,2);(11,3);(6,9);(22,18);(19,23);(22,20)",541,0,completed
1,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,39.7591603069717,39.7591603069717,00:1;01:2;02:1;03:1;04:3;05:0;06:0;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(19,4);(20,6);(19,5);(14,19);(10,17);(4,0);(3,15);(23,23)",420,0,completed
2,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,61.73940464553907,61.73940464553907,00:3;01:1;02:2;03:2;04:0;05:2;06:0;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(1,5);(17,6);(17,10);(13,6);(8,0);(21,23);(16,3);(9,15)",663,0,completed
3,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,50.585170164068984,50.585170164068984,00:2;01:0;02:1;03:1;04:2;05:2;06:1;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(7,8);(10,11);(22,13);(1,11);(24,19);(20,19);(5,8);(9,14)",576,0,completed
4,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,51.71191745080648,51.71191745080648,00:2;01:1;02:2;03:0;04:1;05:1;06:3;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(13,1);(16,9);(24,6);(1,21);(16,20);(19,9);(18,18);(16,21)",578,0,completed
5,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,55.732952889006626,55.732952889006626,00:3;01:0;02:3;03:1;04:0;05:2;06:1;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(21,4);(8,2);(7,2);(13,18);(4,5);(24,20);(5,15);(11,22)",672,0,completed
6,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,68.01428820017512,68.01428820017512,00:2;01:1;02:1;03:2;04:2;05:1;06:1;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(9,8);(24,17);(13,12);(8,12);(24,20);(10,2);(14,5);(5,12)",758,0,completed
7,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,50.09343495238995,50.09343495238995,00:0;01:1;02:1;03:0;04:3;05:1;06:3;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(4,15);(14,18);(24,1);(15,24);(14,24);(23,13);(22,18);(11,15)",537,0,completed
8,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,61.175345057394885,61.175345057394885,00:1;01:0;02:5;03:2;04:1;05:1;06:0;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(5,8);(19,10);(22,15);(22,0);(16,14);(12,12);(8,11);(13,15)",714,0,completed
9,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,56.14576313922115,56.14576313922115,00:0;01:1;02:1;03:3;04:1;05:0;06:2;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(11,18);(22,6);(5,19);(24,1);(12,13);(12,5);(15,3);(9,21)",636,0,completed
10,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,71.53973832708081,71.53973832708081,00:3;01:2;02:1;03:0;04:2;05:1;06:0;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(18,0);(18,20);(19,13);(4,18);(19,17);(18,8);(18,10);(7,13)",831,0,completed
11,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,41.965349966396474,41.965349966396474,00:1;01:1;02:1;03:1;04:2;05:0;06:4;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(20,4);(10,14);(20,11);(16,15);(15,19);(17,16);(20,16);(8,10)",431,0,completed
12,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,38.74956934061183,38.74956934061183,00:1;01:0;02:1;03:1;04:3;05:2;06:0;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(12,5);(9,10);(13,6);(14,9);(13,13);(11,12);(5,21);(19,20)",446,0,completed
13,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,46.98981177690647,46.98981177690647,00:0;01:2;02:2;03:1;04:2;05:1;06:1;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(14,11);(23,0);(24,10);(24,11);(15,5);(13,19);(6,2);(13,10)",494,0,completed
14,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,59.09295069527087,59.09295069527087,00:1;01:2;02:2;03:0;04:0;05:1;06:2;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(12,23);(15,2);(10,5);(1,5);(13,10);(23,21);(22,11);(23,20)",659,0,completed
15,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,53.963646968730195,53.963646968730195,00:2;01:1;02:1;03:0;04:1;05:0;06:2;07:3,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(20,9);(21,12);(16,2);(15,11);(10,20);(7,18);(3,14);(23,16)",570,0,completed
16,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,40.18121785976146,40.18121785976146,00:0;01:1;02:1;03:2;04:1;05:2;06:1;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(12,11);(16,10);(12,14);(19,8);(20,11);(18,17);(11,9);(16,16)",410,0,completed
17,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,63.610494542097676,63.610494542097676,00:0;01:0;02:1;03:2;04:6;05:1;06:0;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(0,15);(16,13);(14,16);(17,5);(22,23);(2,14);(8,10);(1,21)",777,0,completed
18,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,17);(24,20);(14,15);(22,23);(3,21);(17,20);(20,6);(12,10);(2,20);(16,8)",10,True,71.47400385652867,71.47400385652867,00:0;01:0;02:1;03:2;04:1;05:2;06:3;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(17,18);(12,3);(19,19);(22,6);(16,9);(3,17);(22,23);(10,17)",809,0,completed
19,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,6);(17,8);(17,17);(20,16);(21,13);(7,17);(2,5);(24,5);(20,4);(4,24)",10,True,50.51297637154578,50.51297637154578,00:1;01:1;02:2;03:0;04:1;05:3;06:1;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(20,4);(3,7);(24,9);(5,23);(21,13);(19,8);(17,8);(19,13)",561,0,completed
20,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,7);(10,3);(21,19);(8,3);(12,12);(22,21);(22,4);(16,12);(19,12);(13,14)",10,True,49.25866090420006,49.25866090420006,00:0;01:5;02:2;03:0;04:1;05:0;06:2;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(17,12);(19,12);(22,4);(6,10);(22,13);(12,17);(18,19);(17,13)",539,0,completed
21,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,6);(8,14);(14,12);(21,0);(2,0);(23,6);(6,20);(1,3);(6,1);(16,19)",10,True,67.21939912507104,67.21939912507104,00:4;01:1;02:0;03:1;04:2;05:0;06:2;07:0,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(23,6);(0,9);(8,14);(1,6);(14,12);(7,18);(23,12);(6,1)",825,0,completed
22,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,24);(13,19);(22,5);(17,23);(18,16);(6,6);(23,8);(12,8);(11,11);(1,5)",10,True,51.501090744661035,51.501090744661035,00:2;01:2;02:1;03:2;04:0;05:1;06:1;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(23,8);(19,6);(12,13);(17,20);(12,7);(18,19);(12,20);(13,6)",552,0,completed
23,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,9);(17,17);(21,11);(24,6);(7,15);(15,9);(18,0);(13,12);(12,23);(3,13)",10,True,53.654757470539096,53.654757470539096,00:2;01:0;02:3;03:1;04:2;05:1;06:0;07:1,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(24,6);(16,17);(24,8);(17,17);(14,22);(18,11);(15,21);(19,12)",585,0,completed
24,known_visit,PI,bernoulli,drop_0.25,25,625,8,10,pi_g25_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,14);(14,3);(19,23);(22,23);(6,15);(18,24);(20,16);(2,16);(9,4);(4,16)",10,True,52.089726537322754,52.089726537322754,00:1;01:1;02:2;03:0;04:3;05:1;06:0;07:2,"(0,0);(0,3);(0,7);(0,10);(0,14);(0,17);(0,21);(0,24)","(9,8);(10,6);(17,16);(12,14);(14,14);(22,23);(9,16);(18,24)",602,0,completed
