trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,50.50982482342013,50.50982482342013,00:5;01:0;02:1;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,0);(11,7);(12,13);(16,15);(2,8)",356,0,completed
1,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,41.545015002940154,41.545015002940154,00:2;01:2;02:2;03:0;04:4,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,4);(13,9);(11,14);(7,15);(17,15)",288,0,completed
2,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,41.95603859600544,41.95603859600544,00:2;01:3;02:3;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,2);(18,6);(13,16);(2,3);(10,9)",281,0,completed
3,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,46.641862143045685,46.641862143045685,00:3;01:1;02:1;03:5;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,6);(10,1);(10,13);(17,18);(13,15)",299,0,completed
4,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,36.33052512061117,36.33052512061117,00:1;01:3;02:3;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(4,8);(14,3);(12,6);(8,12);(6,7)",248,0,completed
5,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,44.20799952318174,44.20799952318174,00:3;01:1;02:4;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(11,9);(11,6);(17,18);(6,10);(10,7)",312,0,completed
6,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,41.97033914618546,41.97033914618546,00:1;01:3;02:2;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(11,7);(16,1);(18,9);(9,7);(17,18)",279,0,completed
7,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,32.52406662876868,32.52406662876868,00:3;01:1;02:1;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,3);(8,4);(9,6);(12,13);(14,17)",226,0,completed
8,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,57.639685597156436,57.639685597156436,00:2;01:3;02:3;03:2;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(5,4);(5,7);(17,0);(12,8);(2,4)",430,0,completed
9,known_visit,ACBBA,bernoulli,drop_0.25,19,361,5,10,acbba_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,40.902703271925034,40.902703271925034,00:2;01:4;02:1;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,2);(17,3);(10,3);(14,7);(15,11)",283,0,completed
