trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,1,9,10,28.678708547509704,28.678708547509704,02,02,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,2,8,11,24.771754950616263,24.771754950616263,03,03,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,3,2,1,3.8710905997068177,3.8710905997068177,00,00,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,4,1,7,2.259915096885337,2.259915096885337,01,01,3,2,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,5,17,13,48.18962922205011,48.18962922205011,01,01,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,6,4,13,7.77505823176857,7.77505823176857,02,02,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,7,0,11,25.143517401174336,25.143517401174336,00,00,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,8,5,8,18.420229397880163,18.420229397880163,01,01,2,1,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,9,0,13,0.5319751963437173,0.5319751963437173,02,02,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
0,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,10,14,9,36.084119731531146,36.084119731531146,01,01,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,1,16,15,31.000223115402257,31.000223115402257,02,02,2,1,True,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,2,17,5,65.81129760360021,65.81129760360021,01,01,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,3,14,13,24.073774563399784,24.073774563399784,02,02,2,1,True,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,4,15,3,29.730253979822308,29.730253979822308,00,00,1,0,True,known_visit_horizon,commitment_horizon,3,h3,10,4
1,known_visit,PI,gilbert_elliot,0.75,19,361,4,10,pi_h3_ge_075,known_visit_10target_300.csv,5,13,7,22.758318383323505,22.758318383323505,01,01,2,1,True,known_visit_horizon,commitment_horizon,3,h3,10,4
