trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,71.10782971530611,71.10782971530611,00:1;01:4;02:0;03:0;04:1;05:0;06:3;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(28,7);(33,13);(10,8);(4,12);(1,16);(2,21);(24,22);(23,30);(0,33)",1090,0,completed
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,50.26414684399348,50.26414684399348,00:0;01:0;02:1;03:0;04:3;05:2;06:0;07:3;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(14,5);(14,6);(1,12);(19,17);(26,23);(2,25);(24,33);(5,33)",750,0,completed
2,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,69.31705616529023,69.31705616529023,00:1;01:0;02:3;03:1;04:0;05:3;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(26,0);(4,4);(22,8);(15,12);(1,16);(29,15);(1,25);(0,29);(21,32)",1070,0,completed
3,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,202.157557274602,202.157557274602,00:0;01:2;02:2;03:0;04:0;05:2;06:1;07:3;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(11,29);(32,12);(15,29);(2,13);(14,23);(15,11);(32,21);(25,10);(3,33)",3236,9,completed
4,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,56.664518027638486,56.664518027638486,00:3;01:0;02:1;03:0;04:2;05:0;06:0;07:4;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(33,1);(0,4);(9,10);(2,12);(17,18);(1,21);(23,28);(29,29);(13,31)",839,0,completed
5,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,63.243491168134,63.243491168134,00:2;01:0;02:3;03:0;04:1;05:2;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(5,0);(9,4);(22,11);(15,10);(9,17);(15,20);(1,25);(1,29);(30,27)",950,0,completed
6,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,63.52090357013052,63.52090357013052,00:0;01:1;02:0;03:2;04:1;05:3;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(1,0);(16,2);(1,8);(23,9);(14,25);(21,15);(33,20);(4,29);(0,33)",964,0,completed
7,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,172.1171090623053,172.1171090623053,00:1;01:0;02:2;03:4;04:0;05:0;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(9,9);(20,5);(9,12);(24,5);(18,10);(7,7);(33,20);(14,13);(22,27)",2746,7,completed
8,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,68.50177394542929,68.50177394542929,00:0;01:1;02:1;03:0;04:3;05:2;06:0;07:2;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(29,6);(5,8);(0,12);(29,17);(10,22);(0,25);(24,29);(11,32)",1066,0,completed
9,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,73.05338278023473,73.05338278023473,00:1;01:0;02:3;03:0;04:1;05:0;06:5;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(6,0);(0,4);(23,3);(2,8);(24,15);(18,24);(31,19);(6,29);(0,33)",1133,0,completed
10,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,61.122322060407534,61.122322060407534,00:0;01:0;02:3;03:2;04:0;05:1;06:0;07:4;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(1,0);(13,4);(33,10);(18,14);(13,16);(20,19);(1,25);(25,22);(0,33)",911,0,completed
11,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,64.39676598495984,64.39676598495984,00:1;01:0;02:0;03:0;04:4;05:1;06:2;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(17,1);(0,4);(0,8);(1,12);(24,17);(3,19);(26,23);(29,24);(1,26)",985,0,completed
12,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,53.912314697983064,53.912314697983064,00:2;01:1;02:0;03:3;04:0;05:1;06:2;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(20,1);(15,5);(0,8);(26,11);(1,16);(14,20);(19,27);(31,30);(1,33)",790,0,completed
13,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,71.87221934112154,71.87221934112154,00:0;01:4;02:0;03:1;04:4;05:0;06:0;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(10,3);(25,1);(1,8);(5,13);(33,25);(15,21);(0,25);(27,31);(0,33)",1089,0,completed
14,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,81.84867907925441,81.84867907925441,00:1;01:0;02:0;03:2;04:1;05:4;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(23,6);(0,4);(0,8);(19,17);(6,18);(33,8);(4,25);(0,29);(30,30)",1281,0,completed
15,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,82.98901317997492,82.98901317997492,00:3;01:0;02:1;03:0;04:0;05:0;06:0;07:3;08:3,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(20,7);(0,4);(7,8);(5,12);(14,16);(1,21);(3,26);(32,18);(29,29)",1309,0,completed
16,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,66.63162121697306,66.63162121697306,00:0;01:1;02:1;03:5;04:0;05:1;06:1;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(10,0);(27,16);(11,9);(32,17);(0,16);(13,23);(4,24);(22,30);(4,31)",1003,0,completed
17,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,95.89019022799498,95.89019022799498,00:1;01:2;02:0;03:0;04:3;05:1;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(16,3);(19,9);(7,8);(6,12);(33,9);(5,23);(28,27);(10,27);(0,33)",1499,0,completed
18,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,55.052447567611125,55.052447567611125,00:0;01:2;02:2;03:0;04:3;05:0;06:3;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(29,0);(24,8);(2,12);(24,19);(3,21);(28,25);(11,19);(0,33)",798,0,completed
19,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,70.59331275487808,70.59331275487808,00:3;01:0;02:0;03:0;04:1;05:2;06:0;07:3;08:1,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(23,5);(16,1);(2,8);(9,12);(15,14);(17,19);(1,25);(29,20);(3,33)",1079,0,completed
20,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,61.65991512404193,61.65991512404193,00:0;01:2;02:0;03:1;04:4;05:2;06:0;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(22,2);(2,8);(23,12);(29,15);(12,20);(0,25);(15,28);(7,33)",947,0,completed
21,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,44.66177929398146,44.66177929398146,00:1;01:0;02:3;03:0;04:3;05:1;06:0;07:2;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(2,4);(0,4);(21,7);(0,12);(14,22);(11,23);(3,25);(23,31);(0,33)",686,0,completed
22,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,169.32692466644443,169.32692466644443,00:1;01:1;02:1;03:1;04:2;05:2;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(23,6);(12,3);(11,12);(14,27);(27,15);(29,19);(19,25);(25,25);(8,12)",2738,7,completed
23,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,140.06883182206528,140.06883182206528,00:0;01:2;02:2;03:1;04:0;05:3;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(1,10);(21,9);(21,17);(10,10);(12,16);(32,25);(9,27);(8,31);(9,33)",2279,4,completed
24,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,68.03067957715018,68.03067957715018,00:2;01:0;02:0;03:1;04:4;05:0;06:0;07:1;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(18,4);(1,4);(0,8);(25,15);(33,23);(3,21);(0,25);(3,31);(27,31)",1045,0,completed
25,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,72.54455936645323,72.54455936645323,00:1;01:0;02:1;03:3;04:1;05:0;06:3;07:1;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(22,4);(0,4);(5,9);(27,12);(8,16);(1,21);(32,21);(26,25);(0,33)",1085,0,completed
26,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,73.77182253182437,73.77182253182437,00:1;01:3;02:2;03:0;04:2;05:0;06:2;07:0;08:0,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(5,4);(20,3);(32,8);(3,12);(33,26);(1,21);(11,21);(9,29);(1,33)",1125,0,completed
27,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,70.41258439363595,70.41258439363595,00:0;01:0;02:0;03:4;04:0;05:1;06:2;07:1;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(0,0);(2,8);(0,8);(32,12);(0,16);(2,19);(25,24);(5,32);(24,32)",1106,0,completed
28,known_visit,HIPC,bernoulli,drop_0.25,34,1156,9,10,hipc_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,66.15988344830289,66.15988344830289,00:4;01:1;02:0;03:1;04:2;05:0;06:0;07:0;08:2,"(0,0);(0,4);(0,8);(0,12);(0,16);(0,21);(0,25);(0,29);(0,33)","(29,4);(22,4);(0,8);(10,13);(26,13);(5,21);(1,25);(5,29);(16,32)",1015,0,completed
