trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,51.57150714414158,51.57150714414158,00:3;01:3;02:4,"(0,0);(0,9);(0,18)","(13,6);(17,0);(15,15)",201,0,completed
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,55.54102221352964,55.54102221352964,00:5;01:2;02:3,"(0,0);(0,9);(0,18)","(17,15);(0,17);(11,9)",228,0,completed
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,51.60680239766443,51.60680239766443,00:3;01:2;02:5,"(0,0);(0,9);(0,18)","(15,2);(6,14);(18,6)",203,0,completed
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,46.111122642740106,46.111122642740106,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,6);(9,15);(17,18)",184,0,completed
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,36.01958332166721,36.01958332166721,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,3);(8,16);(12,9)",147,0,completed
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,53.55355444631518,53.55355444631518,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,0);(11,3);(17,18)",216,0,completed
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,43.04691539159364,43.04691539159364,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(16,1);(18,9);(17,18)",173,0,completed
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,47.211436406256794,47.211436406256794,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(14,3);(9,5);(13,18)",197,0,completed
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,42.44838471402686,42.44838471402686,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(17,0);(10,8);(15,18)",174,0,completed
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,52.75750701857559,52.75750701857559,00:6;01:1;02:3,"(0,0);(0,9);(0,18)","(17,3);(7,4);(6,11)",211,0,completed
10,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,40.202789365836395,40.202789365836395,00:2;01:3;02:5,"(0,0);(0,9);(0,18)","(17,7);(18,7);(7,16)",164,0,completed
11,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,44.61798625259393,44.61798625259393,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(18,5);(7,14);(18,12)",180,0,completed
12,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,50.3590583156061,50.3590583156061,00:3;01:4;02:3,"(0,0);(0,9);(0,18)","(17,1);(17,17);(14,11)",205,0,completed
13,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,42.795065554935675,42.795065554935675,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(13,1);(6,13);(15,8)",192,0,completed
14,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,44.23363221714318,44.23363221714318,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(13,2);(18,7);(15,17)",183,0,completed
15,known_visit,HIPC,bernoulli,drop_0.25,19,361,3,10,hipc_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,56.77284726657065,56.77284726657065,00:6;01:1;02:3,"(0,0);(0,9);(0,18)","(15,8);(2,3);(18,17)",250,0,completed
