trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,18,3,0,19,0,0,0,0,0,0.0,0,0,38,38,0,91,35,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,20,3,0,21,0,0,0,0,0,0.0,0,0,41,41,0,89,34,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,21,3,0,22,0,0,0,0,0,0.0,0,0,43,43,0,97,24,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,20,1,1,19,2,0,0,0,0,0.0,0,0,42,42,0,89,33,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,16,2,0,17,0,0,0,0,0,0.0,0,0,33,33,0,71,29,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,15,3,0,16,0,0,0,0,0,0.0,0,0,33,33,0,74,27,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,16,3,0,17,0,0,0,0,0,0.0,0,0,33,33,0,76,24,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,17,2,0,18,0,0,0,0,0,0.0,0,0,35,35,0,76,23,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,22,2,0,22,1,0,0,0,0,0.0,0,0,49,49,0,98,42,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,23,3,0,24,0,1,0,0,0,0.0,0,0,48,48,0,106,36,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,23,0,2,18,6,1,0,0,0,0.0,0,0,47,47,0,106,37,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,22,5,0,23,0,0,0,0,0,0.0,0,0,46,46,0,113,31,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,33,2,3,19,15,1,6,1,2,20.0,2,0,68,68,0,143,49,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,28,3,0,27,2,0,0,0,0,0.0,0,0,60,60,0,144,55,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,20,3,1,18,3,0,1,1,0,0.0,0,0,43,43,0,163,54,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,44,2,3,40,5,0,0,0,0,0.0,0,0,89,89,0,132,39,known_visit_core_500,10,4,8
4,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,24,0,4,17,8,0,0,0,0,0.0,0,0,49,49,0,104,45,known_visit_core_500,10,4,8
4,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,25,7,0,26,0,0,0,0,0,0.0,0,0,51,51,0,116,32,known_visit_core_500,10,4,8
4,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,25,2,0,26,0,0,0,0,0,0.0,0,0,51,51,0,114,34,known_visit_core_500,10,4,8
4,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,23,1,0,24,0,0,0,0,0,0.0,0,0,48,48,0,110,40,known_visit_core_500,10,4,8
5,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,15,2,1,14,2,0,0,0,0,0.0,0,0,32,32,0,98,28,known_visit_core_500,10,4,8
5,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,20,5,0,21,0,0,0,0,0,0.0,0,0,41,41,0,84,33,known_visit_core_500,10,4,8
5,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,20,0,2,12,9,0,2,1,0,0.0,0,0,42,42,0,85,31,known_visit_core_500,10,4,8
5,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,21,3,0,22,0,0,0,0,0,0.0,0,0,43,43,0,84,31,known_visit_core_500,10,4,8
6,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,22,3,1,20,3,0,0,0,0,0.0,0,0,45,45,0,110,27,known_visit_core_500,10,4,8
6,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,23,4,0,24,0,0,0,0,0,0.0,0,0,47,47,0,100,35,known_visit_core_500,10,4,8
6,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,23,1,0,24,0,0,1,1,0,0.0,0,0,48,48,0,105,29,known_visit_core_500,10,4,8
6,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,20,2,0,21,0,0,0,0,0,0.0,0,0,42,42,0,100,39,known_visit_core_500,10,4,8
7,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,26,2,1,24,3,0,0,0,0,0.0,0,0,53,53,0,114,40,known_visit_core_500,10,4,8
7,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,26,5,0,26,1,0,1,1,0,0.0,0,0,54,54,0,107,46,known_visit_core_500,10,4,8
7,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,26,2,1,23,4,0,0,0,0,0.0,0,0,53,53,0,108,45,known_visit_core_500,10,4,8
7,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,22,1,1,22,1,1,2,1,0,0.0,0,0,47,47,0,118,41,known_visit_core_500,10,4,8
8,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,26,3,0,27,0,0,0,0,0,0.0,0,0,53,53,0,100,36,known_visit_core_500,10,4,8
8,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,17,1,1,13,5,0,0,0,0,0.0,0,0,36,36,0,119,35,known_visit_core_500,10,4,8
8,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,26,3,0,27,0,0,0,0,0,0.0,0,0,53,53,0,105,32,known_visit_core_500,10,4,8
8,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,23,3,0,24,0,0,0,0,0,0.0,0,0,48,48,0,113,29,known_visit_core_500,10,4,8
9,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,26,3,0,26,1,1,4,3,1,5.0,1,0,58,58,0,132,48,known_visit_core_500,10,4,8
9,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,30,3,0,31,0,2,4,2,1,5.0,1,0,62,62,0,125,51,known_visit_core_500,10,4,8
9,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,29,1,2,24,6,0,0,0,0,0.0,0,0,59,59,0,133,45,known_visit_core_500,10,4,8
9,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,29,3,1,28,2,0,0,0,0,0.0,0,0,60,60,0,126,53,known_visit_core_500,10,4,8
10,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,20,3,0,21,0,0,0,0,0,0.0,0,0,42,42,0,102,36,known_visit_core_500,10,4,8
10,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,23,1,1,19,5,0,0,0,0,0.0,0,0,47,47,0,94,39,known_visit_core_500,10,4,8
10,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,02,24,4,0,25,0,1,0,0,0,0.0,0,0,49,49,0,100,31,known_visit_core_500,10,4,8
10,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,03,20,2,1,19,2,0,0,0,0,0.0,0,0,42,42,0,107,31,known_visit_core_500,10,4,8
11,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,00,20,3,0,21,0,0,0,0,0,0.0,0,0,41,41,0,91,27,known_visit_core_500,10,4,8
11,known_visit,DMCHBA,bernoulli,0.5,19,361,4,10,dmchba_bernoulli_drop_0_5,scenarios/known_visit_g19_t10_n500.csv,01,18,3,0,19,0,1,0,0,0,0.0,0,0,38,38,0,87,34,known_visit_core_500,10,4,8
