trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,59.98880108349358,59.98880108349358,7,7,7,123,35,103,24,3,1,1,321,0,361,739,341,127,234,254,107,0.48783977110157367,36.1,10.7,collision_intent:127;pi_clear_path:4;pi_entry:103;state:127,0.30000000000000004,0.08495145631067968,known_visit_core_500,10,4,8
1,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,62.301783012695594,62.301783012695594,8,8,8,116,36,95,25,6,25,6,358,0,403,797,410,126,277,246,157,0.4945717732207479,40.3,15.7,collision_intent:126;pi_clear_path:4;pi_entry:153;state:120,0.55,0.12368421052631584,known_visit_core_500,10,4,8
2,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,74.25243572675791,74.25243572675791,3,3,3,130,43,124,10,2,2,2,428,0,375,764,360,138,237,272,103,0.5070422535211268,37.5,10.3,collision_intent:138;pi_clear_path:6;pi_entry:97;state:134,0.44999999999999996,0.1370967741935485,known_visit_core_500,10,4,8
3,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,61.39007371209443,61.39007371209443,5,5,5,119,36,104,19,7,2,2,339,0,359,718,359,123,236,246,113,0.5070621468926554,35.9,11.3,collision_intent:123;pi_clear_path:4;pi_entry:109;state:123,0.44999999999999996,0.11538461538461542,known_visit_core_500,10,4,8
4,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,71.92978473169782,71.92978473169782,11,11,11,123,41,93,34,7,6,4,422,0,407,830,390,136,271,263,144,0.4802955665024631,40.7,14.4,collision_intent:136;pi_clear_path:11;pi_entry:133;state:127,0.44999999999999996,0.1693548387096775,known_visit_core_500,10,4,8
5,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,77.47904577150528,77.47904577150528,13,13,13,160,44,131,33,4,2,1,412,0,490,962,508,166,324,330,160,0.522633744855967,49.0,16.0,collision_intent:166;pi_clear_path:3;pi_entry:157;state:164,0.44999999999999996,0.059160305343511466,known_visit_core_500,10,4,8
6,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,89.81945630180691,89.81945630180691,11,11,11,181,51,140,45,5,18,13,483,0,505,1022,492,188,317,373,132,0.5178947368421053,50.5,13.2,collision_intent:188;pi_clear_path:3;pi_entry:129;state:185,0.44999999999999996,0.08571428571428563,known_visit_core_500,10,4,8
7,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,36.77088186589522,36.77088186589522,2,2,2,86,22,85,5,3,0,0,194,0,273,516,300,86,187,176,97,0.5376344086021505,27.3,9.7,collision_intent:86;pi_entry:97;state:90,0.10000000000000009,0.055882352941176494,known_visit_core_500,10,4,8
8,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,102.97389305418457,102.97389305418457,8,8,8,155,60,121,38,6,42,1,560,0,480,938,501,159,321,318,162,0.5207900207900208,48.0,16.2,collision_intent:159;pi_clear_path:2;pi_entry:160;state:159,0.10000000000000009,0.16322314049586772,known_visit_core_500,10,4,8
9,known_visit,PI,bernoulli,0.5,19,361,4,10,pi_bernoulli_drop_0_5,known_visit_g19_t10_n500.csv,10,True,92.02368274703015,92.02368274703015,5,5,5,155,53,135,24,0,9,9,538,0,473,952,466,165,308,324,149,0.504875406283857,47.3,14.9,collision_intent:165;pi_clear_path:6;pi_entry:143;state:159,0.3500000000000001,0.18333333333333335,known_visit_core_500,10,4,8
