trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,17);01:(3,16);02:(11,4);03:(4,3)",00:0;01:0;02:0;03:0,,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,11);01:(11,1);02:(18,10);03:(17,14)",00:0;01:0;02:0;03:0,,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,12);01:(11,1);02:(16,17);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,4);01:(16,7);02:(3,12);03:(18,8)",00:0;01:0;02:0;03:0,,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,18);01:(18,5);02:(17,8);03:(15,5)",00:0;01:0;02:0;03:0,,completed,,
5,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.
6,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,10);01:(16,15);02:(13,14);03:(17,12)",00:0;01:0;02:0;03:0,,completed,,
7,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(0,5);03:(1,4)",00:0;01:0;02:0;03:0,,completed,,
8,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,,failed,RuntimeError,Debug safety cap reached in trial 8. This usually means the allocator is stuck or returning no reachable goals.
9,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,10);01:(12,2);02:(4,3);03:(1,8)",00:0;01:0;02:0;03:0,,completed,,
10,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,3);01:(13,16);02:(4,8);03:(11,10)",00:0;01:0;02:0;03:0,,completed,,
11,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,6);01:(9,17);02:(1,16);03:(18,2)",00:0;01:0;02:0;03:0,,completed,,
12,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,7);01:(4,14);02:(4,16);03:(14,13)",00:0;01:0;02:0;03:0,,completed,,
13,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,16);01:(5,14);02:(1,10);03:(6,5)",00:0;01:0;02:0;03:0,,completed,,
14,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,5);01:(9,7);02:(4,6);03:(9,17)",00:0;01:0;02:0;03:0,,completed,,
15,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,14);01:(11,0);02:(6,4);03:(15,7)",00:0;01:0;02:0;03:0,,completed,,
16,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,5);01:(13,11);02:(4,18);03:(12,18)",00:0;01:0;02:0;03:0,,completed,,
17,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,10);01:(2,10);02:(1,12);03:(7,5)",00:0;01:0;02:0;03:0,,completed,,
18,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,16);01:(0,9);02:(18,18);03:(4,4)",00:0;01:0;02:0;03:0,,completed,,
