trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,64,0,5,60,0,0,0,129,65,64,129,0,0,collision_intent:65;state:64,823,382,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,63,0,11,53,0,0,0,129,66,63,129,0,0,collision_intent:66;state:63,853,353,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,02,271,0,166,106,0,0,0,542,271,271,542,0,0,collision_intent:271;state:271,578,215,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,03,267,0,179,89,0,0,0,535,268,267,535,0,0,collision_intent:268;state:267,554,246,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,176,0,77,100,0,0,0,355,179,176,355,0,0,collision_intent:179;state:176,761,303,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,176,0,121,56,0,0,0,356,180,176,356,0,0,collision_intent:180;state:176,714,348,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,02,178,0,96,83,0,0,0,359,181,178,359,0,0,collision_intent:181;state:178,717,342,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,03,173,0,67,107,0,0,0,349,176,173,349,0,0,collision_intent:176;state:173,720,350,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,215,0,111,105,0,0,0,431,216,215,431,0,0,collision_intent:216;state:215,954,332,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,01,210,0,65,146,0,0,0,423,213,210,423,0,0,collision_intent:213;state:210,937,357,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,02,213,0,101,113,0,0,0,428,215,213,428,0,0,collision_intent:215;state:213,872,417,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,03,216,0,84,133,0,0,0,435,219,216,435,0,0,collision_intent:219;state:216,903,379,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,00,194,0,77,118,0,0,0,396,202,194,396,0,0,collision_intent:202;state:194,899,406,completed,,
