trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,665,665,0,361,308,0,0,0,1335,2808,1196,670,665,1335,0,0,0,0.5997993981945837,3.698060941828255,0.0,0.0,0.0,0.0,collision_intent:670;state:665,271,542,0.4688365650969528,completed,,,
1,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,703,703,0,361,346,0,0,0,1419,2912,1343,716,703,1419,0,0,0,0.6373991457047935,3.930747922437673,0.0,0.0,0.0,0.0,collision_intent:716;state:703,178,359,0.12534626038781171,completed,,,
2,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,854,854,0,361,497,0,0,0,1717,3666,1485,863,854,1717,0,0,0,0.5796252927400468,4.756232686980609,0.0,0.0,0.0,0.0,collision_intent:863;state:854,216,435,0.10734072022160657,completed,,,
3,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,844,844,0,361,487,0,0,0,1702,3495,1606,858,844,1702,0,0,0,0.6347826086956522,4.714681440443213,0.0,0.0,0.0,0.0,collision_intent:858;state:844,225,452,0.13919667590027696,completed,,,
4,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,759,759,0,361,402,0,0,0,1525,3263,1311,766,759,1525,0,0,0,0.5760105448154658,4.224376731301939,0.0,0.0,0.0,0.0,collision_intent:766;state:759,193,386,0.17659279778393344,completed,,,
5,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,20000
6,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,722,722,0,361,365,0,0,0,1459,3148,1228,737,722,1459,0,0,0,0.5672055427251732,4.041551246537396,0.0,0.0,0.0,0.0,collision_intent:737;state:722,261,528,0.3857340720221607,completed,,,
7,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,451,451,0,361,94,0,0,0,906,1857,861,455,451,906,0,0,0,0.6363636363636364,2.509695290858726,0.0,0.0,0.0,0.0,collision_intent:455;state:451,439,878,0.7181440443213296,completed,,,
8,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 8. This usually means the allocator is stuck or returning no reachable goals.,20000
9,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,753,753,0,361,396,0,0,0,1517,3322,1229,764,753,1517,0,0,0,0.5440460380699425,4.202216066481994,0.0,0.0,0.0,0.0,collision_intent:764;state:753,194,391,0.1641274238227146,completed,,,
10,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,902,902,0,361,545,0,0,0,1818,3733,1720,916,902,1818,0,0,0,0.6358595194085028,5.03601108033241,0.0,0.0,0.0,0.0,collision_intent:916;state:902,229,458,0.17797783933518008,completed,,,
11,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,663,663,0,361,306,0,0,0,1338,2778,1234,675,663,1338,0,0,0,0.6210367388022144,3.706371191135734,0.0,0.0,0.0,0.0,collision_intent:675;state:663,169,338,0.1198060941828254,completed,,,
12,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,701,701,0,361,344,0,0,0,1414,2862,1379,713,701,1414,0,0,0,0.6560418648905804,3.9168975069252077,0.0,0.0,0.0,0.0,collision_intent:713;state:701,245,492,0.3912742382271468,completed,,,
13,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,831,831,0,361,474,0,0,0,1685,3667,1388,854,831,1685,0,0,0,0.5567589249899719,4.667590027700831,0.0,0.0,0.0,0.0,collision_intent:854;state:831,213,428,0.15027700831024937,completed,,,
14,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,796,796,0,361,439,0,0,0,1606,3447,1370,810,796,1606,0,0,0,0.5739421868454126,4.448753462603878,0.0,0.0,0.0,0.0,collision_intent:810;state:796,202,406,0.20983379501385047,completed,,,
15,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,849,849,0,361,492,0,0,0,1714,3550,1591,865,849,1714,0,0,0,0.6249018067556952,4.747922437673131,0.0,0.0,0.0,0.0,collision_intent:865;state:849,230,461,0.20844875346260383,completed,,,
16,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,912,912,0,361,555,0,0,0,1843,3969,1558,931,912,1843,0,0,0,0.5698610095098756,5.105263157894737,0.0,0.0,0.0,0.0,collision_intent:931;state:912,244,492,0.11149584487534625,completed,,,
17,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,896,896,0,361,539,0,0,0,1810,3947,1482,914,896,1810,0,0,0,0.5515444733903982,5.013850415512465,0.0,0.0,0.0,0.0,collision_intent:914;state:896,284,568,0.10041551246537406,completed,,,
18,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,587,587,0,361,230,0,0,0,1180,2477,1060,593,587,1180,0,0,0,0.602957906712173,3.268698060941828,0.0,0.0,0.0,0.0,collision_intent:593;state:587,268,537,0.4716066481994461,completed,,,
19,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,662,662,0,361,305,0,0,0,1330,2885,1105,668,662,1330,0,0,0,0.5563947633434039,3.6842105263157894,0.0,0.0,0.0,0.0,collision_intent:668;state:662,331,662,0.5311634349030472,completed,,,
20,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,643,643,0,361,286,0,0,0,1299,2744,1148,656,643,1299,0,0,0,0.5957446808510638,3.598337950138504,0.0,0.0,0.0,0.0,collision_intent:656;state:643,330,664,0.6045706371191135,completed,,,
21,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,993,993,0,361,636,0,0,0,1998,4245,1749,1005,993,1998,0,0,0,0.5871097683786506,5.534626038781163,0.0,0.0,0.0,0.0,collision_intent:1005;state:993,263,530,0.3081717451523547,completed,,,
22,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,665,665,0,361,308,0,0,0,1344,2831,1199,679,665,1344,0,0,0,0.601605619668841,3.7229916897506925,0.0,0.0,0.0,0.0,collision_intent:679;state:665,328,662,0.489612188365651,completed,,,
23,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,756,756,0,361,399,0,0,0,1526,3237,1339,770,756,1526,0,0,0,0.5909090909090909,4.227146814404432,0.0,0.0,0.0,0.0,collision_intent:770;state:756,319,640,0.3635734072022161,completed,,,
24,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,868,868,0,361,511,0,0,0,1745,3570,1664,877,868,1745,0,0,0,0.6392623895505186,4.833795013850415,0.0,0.0,0.0,0.0,collision_intent:877;state:868,219,441,0.2333795013850415,completed,,,
26,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,1054,1054,0,361,697,0,0,0,2119,4279,2076,1065,1054,2119,0,0,0,0.6569620253164556,5.869806094182826,0.0,0.0,0.0,0.0,collision_intent:1065;state:1054,323,648,0.18213296398891976,completed,,,
28,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,870,870,0,361,513,0,0,0,1747,3572,1668,877,870,1747,0,0,0,0.6393254120352626,4.839335180055402,0.0,0.0,0.0,0.0,collision_intent:877;state:870,225,451,0.2680055401662049,completed,,,
30,DMCHBA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dmchba_gilbert_elliott_drop_0_60_rho_0_8,,coverage,1016,1016,0,361,659,0,0,0,2052,4274,1881,1036,1016,2052,0,0,0,0.6173285198555957,5.684210526315789,0.0,0.0,0.0,0.0,collision_intent:1036;state:1016,260,525,0.14196675900277,completed,,,
