trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
14,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,82.85295932003793,82.85295932003793,00:3;01:2;02:1;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(30,13);(19,17);(2,18);(26,21);(7,26);(30,30)",794,0,completed
15,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,74.47297872537273,74.47297872537273,00:2;01:2;02:1;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(21,0);(32,18);(7,8);(33,29);(20,31);(5,33)",689,0,completed
16,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,77.96024134750066,77.96024134750066,00:1;01:2;02:2;03:2;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,7);(17,14);(32,17);(26,13);(22,30);(9,22)",701,0,completed
17,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,100.01230280286059,100.01230280286059,00:2;01:1;02:4;03:3;04:0;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(17,8);(20,0);(33,9);(21,27);(4,21);(5,21)",978,0,completed
18,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,63.69492332794123,63.69492332794123,00:1;01:2;02:2;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(12,3);(29,0);(22,16);(25,17);(28,25);(14,33)",547,0,completed
19,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,57.57974998690396,57.57974998690396,00:2;01:1;02:1;03:2;04:1;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(16,1);(23,5);(8,21);(31,23);(27,28);(15,14)",481,0,completed
20,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,58.76296925521977,58.76296925521977,00:2;01:1;02:2;03:3;04:2;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,12);(8,5);(14,15);(29,15);(15,28);(8,33)",539,0,completed
21,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,60.47004482383175,60.47004482383175,00:2;01:2;02:0;03:0;04:3;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(4,6);(21,7);(6,15);(5,20);(23,31);(11,19)",586,0,completed
22,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,79.31585853998118,79.31585853998118,00:1;01:0;02:3;03:2;04:0;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(1,3);(3,8);(23,6);(29,19);(8,26);(27,15)",792,0,completed
23,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,62.31188465025582,62.31188465025582,00:2;01:3;02:1;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,12);(21,17);(1,11);(32,25);(13,26);(8,30)",571,0,completed
24,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,73.24964778515212,73.24964778515212,00:0;01:2;02:3;03:2;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(1,3);(21,0);(33,23);(27,17);(27,31);(3,31)",689,0,completed
25,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,79.68321162545524,79.68321162545524,00:3;01:1;02:2;03:0;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(27,12);(22,7);(5,9);(8,17);(32,21);(18,25)",720,0,completed
26,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,79.12285300362174,79.12285300362174,00:3;01:3;02:0;03:3;04:1;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(32,8);(11,7);(4,13);(33,26);(14,25);(14,33)",767,0,completed
27,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,73.61091106771721,73.61091106771721,00:1;01:2;02:1;03:1;04:4;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(32,12);(16,17);(2,14);(2,19);(24,32);(5,29)",721,0,completed
28,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,65.08897042948905,65.08897042948905,00:0;01:3;02:1;03:3;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,1);(29,4);(10,13);(25,6);(26,14);(16,32)",591,0,completed
29,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,35.307094454853825,35.307094454853825,00:2;01:1;02:1;03:1;04:3;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(7,0);(14,5);(10,12);(18,19);(14,31);(10,33)",316,0,completed
30,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,77.6630544835559,77.6630544835559,00:1;01:3;02:0;03:4;04:2;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(13,6);(29,4);(1,13);(31,25);(16,22);(30,33)",734,0,completed
31,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,79.06058162870187,79.06058162870187,00:3;01:1;02:2;03:1;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(29,9);(17,3);(21,16);(13,22);(17,22);(30,16)",725,0,completed
32,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,52.874090827316046,52.874090827316046,00:1;01:0;02:2;03:4;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,6);(2,7);(21,15);(24,25);(15,28);(20,25)",457,0,completed
33,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,74.85152600365936,74.85152600365936,00:0;01:3;02:0;03:2;04:3;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(17,1);(32,17);(4,13);(23,9);(28,32);(2,30)",708,0,completed
34,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,108.38019764450692,108.38019764450692,00:3;01:1;02:0;03:2;04:0;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,6);(10,9);(1,13);(24,22);(15,24);(33,2)",1104,0,completed
35,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,98.22677642068803,98.22677642068803,00:0;01:1;02:3;03:2;04:0;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(11,8);(31,17);(32,5);(2,10);(2,26);(29,33)",936,0,completed
36,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(5,4);(26,16);(29,17);(13,10);(4,1);(2,3);(15,3);(22,12);(27,4);(20,15)",10,True,75.41854906879718,75.41854906879718,00:2;01:2;02:2;03:0;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,3);(27,4);(20,15);(2,16);(29,17);(15,3)",682,0,completed
37,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,29);(6,3);(21,27);(10,13);(10,26);(2,28);(23,10);(17,23);(4,17);(29,22)",10,True,71.56680105250986,71.56680105250986,00:1;01:0;02:2;03:1;04:4;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(6,3);(22,10);(23,10);(4,17);(29,22);(21,27)",688,0,completed
38,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,12);(33,15);(22,7);(30,10);(5,19);(27,13);(8,8);(12,28);(15,2);(11,8)",10,True,81.56392622218105,81.56392622218105,00:4;01:2;02:1;03:2;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(33,15);(20,9);(8,19);(30,10);(7,20);(12,28)",764,0,completed
39,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,17);(20,16);(23,6);(25,15);(29,27);(23,8);(31,13);(19,24);(9,4);(2,18)",10,True,69.27093334216796,69.27093334216796,00:2;01:1;02:2;03:3;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,8);(9,4);(31,13);(20,16);(5,26);(29,27)",634,0,completed
40,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,32);(5,25);(3,23);(6,31);(15,13);(23,16);(32,13);(22,26);(29,33);(12,11)",10,True,74.63307574206614,74.63307574206614,00:0;01:4;02:2;03:1;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(13,8);(32,13);(6,31);(3,24);(22,26);(32,32)",694,0,completed
41,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,3);(19,23);(29,19);(7,29);(14,33);(20,2);(30,25);(14,25);(7,1);(1,27)",10,True,65.95257031922313,65.95257031922313,00:1;01:2;02:1;03:2;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(7,1);(33,3);(19,23);(7,29);(29,19);(14,33)",601,0,completed
42,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,32);(21,13);(10,16);(12,22);(27,14);(2,23);(27,21);(16,7);(20,21);(8,9)",10,True,58.41529830442116,58.41529830442116,00:2;01:1;02:3;03:2;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(10,16);(16,7);(27,21);(20,21);(11,32);(2,23)",531,0,completed
43,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(7,22);(30,0);(14,3);(15,1);(10,17);(9,7);(13,30);(3,2);(15,8);(3,9)",10,True,60.556046132359306,60.556046132359306,00:4;01:1;02:2;03:2;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(30,0);(9,7);(15,8);(10,17);(13,29);(13,30)",580,0,completed
44,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,4);(15,1);(20,24);(31,27);(14,31);(10,3);(12,24);(10,10);(19,1);(16,16)",10,True,63.5033756304281,63.5033756304281,00:2;01:2;02:2;03:3;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(19,1);(10,3);(16,16);(31,27);(1,26);(14,31)",612,0,completed
45,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,4);(12,4);(11,3);(14,27);(2,22);(3,27);(23,24);(17,9);(3,17);(5,4)",10,True,69.97001173667591,69.97001173667591,00:0;01:5;02:1;03:1;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(5,3);(26,4);(2,22);(15,17);(23,24);(3,32)",699,0,completed
46,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(31,2);(30,4);(6,23);(25,14);(11,33);(30,8);(24,32);(18,16);(22,3);(15,22)",10,True,78.30452266438053,78.30452266438053,00:4;01:0;02:0;03:2;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(30,8);(6,20);(1,13);(29,14);(25,20);(24,32)",732,0,completed
47,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,14);(27,28);(25,15);(13,23);(20,25);(2,3);(4,21);(6,13);(1,2);(15,15)",10,True,59.06951198617566,59.06951198617566,00:2;01:1;02:2;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,3);(15,14);(4,21);(25,15);(27,28);(3,33)",565,0,completed
48,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(22,6);(6,16);(29,12);(27,23);(15,4);(4,31);(13,6);(9,23);(16,17);(20,3)",10,True,71.97346257789249,71.97346257789249,00:1;01:3;02:1;03:1;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(15,4);(20,3);(6,16);(16,17);(29,12);(4,31)",700,0,completed
49,known_visit,PI,ideal,1.0,34,1156,6,10,pi_g34_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(13,7);(7,5);(30,25);(2,21);(18,24);(2,2);(24,30);(11,27);(11,1);(14,12)",10,True,73.07611577069574,73.07611577069574,00:1;01:2;02:2;03:1;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,2);(14,12);(11,1);(11,27);(30,25);(2,21)",713,0,completed
