trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status,failure_type,failure_message
10,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,65.35894219749292,65.35894219749292,00:1;01:2;02:0;03:1;04:1;05:1;06:1;07:0;08:0;09:1;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(18,14);(18,8);(5,5);(2,29);(33,10);(16,13);(20,19);(20,18);(4,20);(25,22);(2,25);(22,25);(16,30);(21,31)",1457,0,completed,,
11,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,66.69753431345254,66.69753431345254,00:1;01:2;02:0;03:0;04:0;05:0;06:0;07:2;08:1;09:0;10:2;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(15,15);(16,12);(15,9);(2,16);(10,10);(13,13);(11,15);(24,17);(7,17);(3,16);(5,26);(6,28);(5,29);(29,24)",1566,0,completed,,
12,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,65.60159445414585,65.60159445414585,00:2;01:1;02:0;03:0;04:0;05:1;06:2;07:0;08:1;09:0;10:0;11:2;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,1);(15,5);(12,5);(12,8);(11,10);(14,13);(26,11);(7,18);(14,20);(11,23);(9,25);(19,27);(7,30);(31,30)",1541,0,completed,,
13,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,60.52326188857156,60.52326188857156,00:0;01:2;02:0;03:0;04:1;05:3;06:1;07:0;08:1;09:0;10:1;11:0;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(25,0);(25,1);(9,5);(14,12);(19,9);(27,18);(23,7);(8,18);(30,19);(9,23);(33,25);(6,28);(7,30);(22,31)",1319,0,completed,,
14,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,73.53878350394284,73.53878350394284,00:0;01:1;02:0;03:2;04:0;05:2;06:0;07:1;08:2;09:2;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(6,0);(23,1);(17,7);(30,13);(4,10);(19,17);(7,15);(6,18);(26,21);(28,33);(5,25);(7,28);(8,30);(7,33)",1760,0,completed,,
15,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,77.06594388460026,77.06594388460026,00:1;01:1;02:2;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:3;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(8,0);(3,27);(21,0);(7,8);(6,10);(23,14);(4,15);(6,18);(3,20);(3,24);(3,25);(7,28);(32,18);(20,31)",1897,0,completed,,
16,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,74.64397048339684,74.64397048339684,00:2;01:0;02:0;03:1;04:0;05:0;06:2;07:2;08:0;09:0;10:1;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(26,13);(6,3);(6,5);(21,11);(8,10);(7,13);(22,13);(32,17);(10,20);(6,23);(7,24);(12,22);(7,30);(22,29)",1787,0,completed,,
17,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,72.50153002248751,72.50153002248751,00:0;01:2;02:1;03:0;04:1;05:0;06:1;07:1;08:0;09:0;10:1;11:2;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(12,0);(20,0);(17,8);(13,8);(33,9);(13,13);(5,23);(14,18);(14,20);(4,23);(14,25);(29,21);(4,30);(21,27)",1704,0,completed,,
18,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,60.864685926142435,60.864685926142435,00:1;01:1;02:1;03:1;04:1;05:0;06:2;07:0;08:2;09:0;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(29,0);(15,3);(24,8);(20,10);(24,19);(16,13);(25,17);(7,18);(28,25);(8,23);(10,25);(24,24);(15,30);(14,33)",1323,0,completed,,
19,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,75.3028435195105,75.3028435195105,00:2;01:0;02:1;03:1;04:0;05:0;06:0;07:1;08:2;09:0;10:1;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(16,1);(21,4);(23,5);(8,21);(5,10);(5,13);(5,15);(14,19);(31,23);(3,23);(15,14);(2,28);(27,28);(4,33)",1825,0,completed,,
20,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,57.58936424246777,57.58936424246777,00:0;01:1;02:1;03:0;04:0;05:1;06:2;07:2;08:1;09:1;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(14,3);(22,2);(8,5);(7,8);(9,10);(23,12);(14,15);(29,15);(13,20);(9,23);(7,25);(16,28);(6,30);(7,33)",1358,0,completed,,
21,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,58.07822100417755,58.07822100417755,00:0;01:1;02:1;03:2;04:0;05:0;06:0;07:2;08:0;09:3;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(4,1);(4,2);(4,6);(21,7);(12,10);(5,13);(5,15);(12,20);(6,21);(23,31);(6,25);(4,30);(6,30);(3,32)",1451,0,completed,,
22,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,66.23745267352905,66.23745267352905,00:2;01:1;02:0;03:0;04:0;05:3;06:0;07:0;08:0;09:1;10:0;11:1;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(23,6);(6,3);(9,5);(6,8);(5,10);(27,15);(8,15);(5,18);(6,20);(20,20);(6,25);(29,19);(8,31);(8,32)",1608,0,completed,,
23,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,77.08376725611865,77.08376725611865,00:0;01:1;02:2;03:0;04:1;05:3;06:0;07:0;08:0;09:0;10:1;11:0;12:2;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(11,4);(15,22);(25,12);(2,8);(1,11);(21,17);(2,15);(1,17);(2,20);(3,23);(32,25);(2,28);(9,33);(2,33)",1930,0,completed,,
24,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,72.48087935623676,72.48087935623676,00:2;01:0;02:0;03:0;04:1;05:0;06:0;07:2;08:0;09:0;10:0;11:2;12:3;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(18,4);(3,3);(3,6);(3,8);(25,13);(3,13);(3,15);(27,17);(2,19);(3,23);(3,25);(32,19);(27,31);(3,33)",1783,0,completed,,
25,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,80.70260210951467,80.70260210951467,00:1;01:0;02:2;03:0;04:1;05:1;06:1;07:1;08:0;09:1;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(21,5);(10,4);(30,7);(24,8);(12,9);(27,12);(11,19);(32,21);(11,20);(18,25);(8,25);(24,26);(23,29);(29,31)",1852,0,completed,,
26,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,74.47284615439644,74.47284615439644,00:1;01:0;02:1;03:3;04:1;05:0;06:2;07:0;08:0;09:1;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,4);(6,3);(5,4);(32,8);(11,7);(5,13);(33,26);(6,18);(4,20);(11,21);(6,25);(14,25);(5,30);(4,33)",1848,0,completed,,
27,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,89.13069848095617,89.13069848095617,00:1;01:0;02:1;03:0;04:0;05:0;06:1;07:0;08:1;09:2;10:0;11:0;12:2;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,14);(8,5);(15,17);(2,12);(12,10);(7,14);(8,15);(8,18);(3,17);(22,27);(7,25);(7,28);(32,12);(24,32)",2206,0,completed,,
28,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,110.51909656839571,110.51909656839571,00:1;01:1;02:2;03:0;04:0;05:1;06:1;07:1;08:0;09:0;10:0;11:1;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(23,2);(29,4);(25,7);(17,6);(25,9);(10,13);(26,14);(25,17);(10,20);(18,23);(8,25);(25,6);(16,32);(10,33)",2677,0,completed,,
29,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,51.80257082417063,51.80257082417063,00:3;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:1;11:0;12:1;13:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(10,12);(14,5);(8,10);(17,8);(10,11);(10,17);(10,15);(9,18);(18,19);(9,25);(8,28);(13,28);(14,31);(13,31)",1196,0,completed,,
30,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,76.71011086214722,76.71011086214722,00:1;01:2;02:1;03:0;04:0;05:2;06:1;07:0;08:0;09:2;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,7);(29,4);(8,5);(8,8);(21,10);(24,15);(28,19);(27,18);(12,22);(18,22);(31,25);(7,28);(6,30);(5,33)",1783,0,completed,,
31,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,72.26599656141165,72.26599656141165,00:1;01:2;02:1;03:2;04:0;05:0;06:1;07:0;08:1;09:2;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(16,4);(21,2);(20,14);(28,16);(29,10);(5,13);(21,16);(8,18);(28,18);(18,22);(26,24);(9,28);(15,30);(5,33)",1644,0,completed,,
32,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,61.31510890464134,61.31510890464134,00:0;01:0;02:1;03:0;04:1;05:0;06:2;07:0;08:0;09:1;10:1;11:1;12:1;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(19,5);(15,3);(25,6);(9,8);(21,15);(9,13);(25,22);(16,18);(12,20);(17,21);(24,25);(16,28);(19,27);(25,24)",1335,0,completed,,
33,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,85.99360461520638,85.99360461520638,00:1;01:0;02:0;03:0;04:3;05:1;06:0;07:0;08:0;09:3;10:0;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(17,6);(5,3);(5,5);(3,11);(32,17);(20,11);(13,18);(5,18);(4,20);(29,32);(3,25);(4,28);(3,31);(3,32)",2167,0,completed,,
34,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,72.47740845076152,72.47740845076152,00:0;01:1;02:2;03:3;04:1;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(11,0);(11,3);(33,2);(24,22);(10,9);(14,18);(17,10);(18,22);(5,20);(5,23);(3,25);(18,23);(7,30);(25,33)",1705,0,completed,,
35,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,113.0548808894676,113.0548808894676,00:1;01:1;02:1;03:1;04:1;05:0;06:1;07:0;08:1;09:0;10:0;11:2;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(17,11);(32,8);(28,9);(15,11);(21,10);(11,13);(10,15);(6,18);(18,26);(5,23);(7,25);(32,27);(9,30);(29,32)",2799,0,completed,,
36,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(5,4);(26,16);(29,17);(13,10);(4,1);(2,3);(15,3);(22,12);(27,4);(20,15)",10,True,52.54241094290476,52.54241094290476,00:2;01:2;02:1;03:1;04:0;05:0;06:3;07:1;08:0;09:0;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(16,3);(26,4);(27,4);(13,10);(10,10);(20,13);(29,17);(22,12);(8,20);(5,23);(7,25);(10,28);(6,30);(6,33)",1182,0,completed,,
