trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status,failure_type,failure_message,targets_completed
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,00,11,0,0,12,0,0,0,0,0,0.0,0,0,89,26,63,1291,0,96,67.4883,0.703003125,0.67855,0.8618,1.3431,13.3386,0.13894375,0.1226,0.237,0.3232,96,54.1497,0.564059375,0.55175,0.6594,1.1061,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,01,5,0,0,6,0,2,0,0,0,0.0,0,0,86,15,71,1294,0,117,83.0273,0.7096350427350427,0.6687,0.9233,1.1094,17.6021,0.15044529914529914,0.1346,0.2721,0.4943,117,65.4252,0.5591897435897436,0.5513,0.6539,0.819,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,02,20,2,0,21,0,1,0,0,0,0.0,0,0,103,42,61,1277,0,66,45.3287,0.6867984848484848,0.6577500000000001,0.8693,1.1585,9.0586,0.13725151515151515,0.11674999999999999,0.2867,0.5024,66,36.2701,0.5495469696969697,0.5388,0.6395,0.6877,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,03,35,2,0,36,0,2,0,0,0,0.0,0,0,135,72,63,1245,0,20,14.4132,0.72066,0.6187499999999999,1.0655,1.0989,3.4611,0.17305500000000001,0.10250000000000001,0.4651,0.4756,20,10.9521,0.547605,0.5318499999999999,0.6305,0.6709,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,04,5,0,0,6,0,2,0,0,0,0.0,0,0,80,12,68,1300,0,117,83.6114,0.7146273504273505,0.6805,0.8855,1.2778,17.1999,0.1470076923076923,0.132,0.214,0.5483,117,66.4115,0.5676196581196582,0.5589,0.6829,0.8902,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,05,11,0,0,12,0,2,0,0,0,0.0,0,0,90,25,65,1290,0,97,69.6805,0.7183556701030928,0.6759,0.9202,1.1412,14.5781,0.15028969072164947,0.1279,0.2695,0.4875,97,55.1024,0.5680659793814433,0.5509,0.6767,0.7598,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,06,37,2,0,38,0,0,0,0,0,0.0,0,0,130,76,54,1251,0,13,9.8778,0.7598307692307693,0.7208,1.0681,1.0681,2.7149,0.20883846153846156,0.185,0.4379,0.4379,13,7.1629,0.5509923076923077,0.5644,0.6667,0.6667,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,07,6,0,0,7,0,4,0,0,0,0.0,0,0,75,14,61,1305,0,115,82.2438,0.7151634782608695,0.6842,0.8916,1.1542,17.0199,0.1479991304347826,0.1333,0.2587,0.4797,115,65.2239,0.5671643478260869,0.5615,0.6713,0.7247,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,08,5,0,0,6,0,1,0,0,0,0.0,0,0,80,13,67,1300,0,115,84.6607,0.7361800000000001,0.728,0.968,1.1379,17.9722,0.15628,0.147,0.2406,0.4766,115,66.6885,0.5799000000000001,0.5852,0.6721,0.816,completed,,,
0,known_visit,ACBBA,ideal,1.0,34,1156,14,10,acbba_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,09,27,2,0,28,0,4,0,0,0,0.0,0,0,128,57,71,1252,0,46,32.6866,0.7105782608695652,0.653,1.0003,1.1791,7.4511,0.1619804347826087,0.1045,0.3959,0.5328,46,25.235500000000002,0.5485978260869565,0.5318,0.6463,0.6683,completed,,,
