trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,3,1,0,4,0,0,0,0,0,36,8,28,164,37,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,19,4,0,20,0,0,0,0,0,66,39,27,135,37,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,18,3,0,19,0,1,0,0,0,72,38,34,137,28,known_visit_horizon,commitment_horizon,8,h8,10,4
0,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,19,2,1,16,4,0,0,0,0,64,39,25,135,38,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,18,2,0,19,0,0,0,0,0,85,38,47,162,25,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,20,3,0,21,0,0,0,0,0,61,41,20,170,41,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,21,3,0,22,0,0,0,0,0,68,43,25,172,33,known_visit_horizon,commitment_horizon,8,h8,10,4
1,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,13,2,0,14,0,1,0,0,0,59,28,31,171,42,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,20,4,0,21,0,0,0,0,0,96,42,54,176,34,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,22,3,0,23,0,0,0,0,0,82,45,37,179,46,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,13,1,1,13,1,0,0,0,0,58,28,30,195,53,known_visit_horizon,commitment_horizon,8,h8,10,4
2,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,19,2,0,20,0,1,0,0,0,71,41,30,188,48,known_visit_horizon,commitment_horizon,8,h8,10,4
3,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,15,1,0,16,0,1,0,0,0,58,32,26,175,44,known_visit_horizon,commitment_horizon,8,h8,10,4
3,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,19,2,0,20,0,1,0,0,0,68,39,29,163,45,known_visit_horizon,commitment_horizon,8,h8,10,4
3,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,18,3,0,19,0,0,0,0,0,78,39,39,162,37,known_visit_horizon,commitment_horizon,8,h8,10,4
3,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,19,4,0,20,0,0,0,0,0,73,39,34,158,46,known_visit_horizon,commitment_horizon,8,h8,10,4
4,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,16,4,0,17,0,0,0,0,0,58,34,24,151,36,known_visit_horizon,commitment_horizon,8,h8,10,4
4,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,25,2,0,26,0,0,0,0,0,76,51,25,146,24,known_visit_horizon,commitment_horizon,8,h8,10,4
4,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,16,2,0,17,0,0,0,0,0,55,34,21,161,29,known_visit_horizon,commitment_horizon,8,h8,10,4
4,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,15,2,0,16,0,0,0,0,0,57,32,25,157,31,known_visit_horizon,commitment_horizon,8,h8,10,4
5,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,19,2,0,20,0,1,0,0,0,71,39,32,179,47,known_visit_horizon,commitment_horizon,8,h8,10,4
5,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,19,4,0,20,0,0,0,0,0,60,39,21,187,48,known_visit_horizon,commitment_horizon,8,h8,10,4
5,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,18,2,2,17,2,0,0,0,0,86,38,48,170,39,known_visit_horizon,commitment_horizon,8,h8,10,4
5,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,19,2,0,20,0,1,0,0,0,80,39,41,179,37,known_visit_horizon,commitment_horizon,8,h8,10,4
6,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,25,4,0,26,0,0,0,0,0,88,52,36,218,48,known_visit_horizon,commitment_horizon,8,h8,10,4
6,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,25,2,0,22,4,2,3,3,0,91,53,38,214,48,known_visit_horizon,commitment_horizon,8,h8,10,4
6,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,27,2,0,28,0,2,1,1,0,90,55,35,231,33,known_visit_horizon,commitment_horizon,8,h8,10,4
6,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,24,2,1,20,5,0,0,0,0,85,50,35,215,54,known_visit_horizon,commitment_horizon,8,h8,10,4
7,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,25,4,0,25,1,2,0,0,0,90,52,38,183,40,known_visit_horizon,commitment_horizon,8,h8,10,4
7,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,23,1,1,22,2,1,0,0,0,79,48,31,186,47,known_visit_horizon,commitment_horizon,8,h8,10,4
7,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,02,21,4,0,22,0,2,0,0,0,88,44,44,187,37,known_visit_horizon,commitment_horizon,8,h8,10,4
7,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,03,9,1,0,10,0,1,0,0,0,56,20,36,217,39,known_visit_horizon,commitment_horizon,8,h8,10,4
8,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,00,20,1,0,21,0,1,0,0,0,90,41,49,186,38,known_visit_horizon,commitment_horizon,8,h8,10,4
8,known_visit,DGA,gilbert_elliot,0.75,19,361,4,10,dga_h8_ge_075,known_visit_10target_300.csv,01,20,5,0,21,0,0,0,0,0,70,41,29,200,45,known_visit_horizon,commitment_horizon,8,h8,10,4
