trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,25,1,2,18,8,0,0,0,0,57,52,5,158,27,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,28,6,0,28,1,0,0,0,0,62,57,5,161,20,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,27,2,1,25,3,1,2,2,0,62,57,5,151,30,known_visit_horizon,commitment_horizon,1,h1,10,4
0,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,27,1,3,19,9,0,3,1,0,62,56,6,160,20,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,21,2,0,22,0,1,0,0,0,47,43,4,120,15,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,20,3,0,21,0,0,0,0,0,44,41,3,116,23,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,20,2,0,21,0,1,0,0,0,46,41,5,118,18,known_visit_horizon,commitment_horizon,1,h1,10,4
1,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,21,3,0,22,0,0,0,0,0,46,43,3,122,15,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,35,4,0,35,1,2,0,0,0,76,71,5,188,33,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,36,3,0,37,0,1,0,0,0,78,73,5,195,24,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,36,1,4,21,16,0,0,0,0,77,73,4,186,33,known_visit_horizon,commitment_horizon,1,h1,10,4
2,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,30,2,2,28,3,0,0,0,0,66,62,4,203,27,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,24,0,1,20,5,1,0,0,0,55,50,5,145,21,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,25,2,2,14,12,1,0,0,0,56,51,5,133,32,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,25,5,0,26,0,0,0,0,0,56,51,5,139,27,known_visit_horizon,commitment_horizon,1,h1,10,4
3,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,24,3,0,23,2,2,0,0,0,55,50,5,142,24,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,20,3,0,21,0,0,0,0,0,47,42,5,145,30,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,26,1,2,17,10,3,0,0,0,61,53,8,139,23,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,26,3,0,27,0,1,0,0,0,57,53,4,146,20,known_visit_horizon,commitment_horizon,1,h1,10,4
4,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,26,3,0,26,1,1,0,0,0,58,53,5,138,26,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,29,5,0,30,0,0,0,0,0,64,59,5,165,24,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,01,27,2,1,24,4,0,2,1,0,63,57,6,159,31,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,02,27,0,1,21,7,1,5,5,0,62,58,4,162,28,known_visit_horizon,commitment_horizon,1,h1,10,4
5,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,03,29,3,0,30,0,1,0,0,0,64,59,5,164,24,known_visit_horizon,commitment_horizon,1,h1,10,4
6,known_visit,PI,bernoulli,0.25,19,361,4,10,pi_h1_bernoulli_025,known_visit_10target_300.csv,00,33,5,0,34,0,0,0,0,0,72,67,5,183,34,known_visit_horizon,commitment_horizon,1,h1,10,4
